id;Versao;REG;Ordem;Campo;CampoUnico;Descricao;Tipo;Tamanho;Decimal;Relevante
242;2.00;0180;3;DT_INI_REL;0180_DT_INI_REL;Data de início do relacionamento;N;8;-;TRUE
243;2.00;0180;4;DT_FIN_REL;0180_DT_FIN_REL;Data de fim do relacionamento (se houver);N;8;-;TRUE
244;2.00;0990;1;REG;0990_REG;Texto fixo contendo 0990.;C;4;-;TRUE
245;2.00;0990;2;QTD_LIN_0;0990_QTD_LIN_0;Quantidade total de linhas do Bloco 0;N;-;-;TRUE
246;2.00;I001;1;REG;I001_REG;Texto fixo contendo I001.;C;4;-;TRUE
247;2.00;I001;2;IND_DAD;I001_IND_DAD;Indicador de movimento:;N;1;-;TRUE
248;2.00;I010;1;REG;I010_REG;Texto fixo contendo I010.;C;4;-;TRUE
249;2.00;I010;2;IND_ESC;I010_IND_ESC;Indicador da forma de escrituração contábil:G - Livro Diário (Completo sem escrituração auxiliar).R - Livro Diário com Escrituração Resumida (com escrituração auxiliar).A - Livro Diário Auxiliar ao Diário com Escrituração Resumida.B - Livro Balancetes Diários e Balanços.Z - Razão Auxiliar (Livro Contábil Auxiliar conforme leiaute definido nos registros I500 a I555).;C;1;-;TRUE
250;2.00;I010;3;COD_VER_LC;I010_COD_VER_LC;Código da versão do leiaute contábil.;C;-;-;TRUE
251;2.00;I012;1;REG;I012_REG;Texto fixo contendo I012.;C;4;-;TRUE
252;2.00;I012;2;NUM_ORD;I012_NUM_ORD;Número de ordem do instrumento associado.;N;-;-;TRUE
253;2.00;I012;3;NAT_LIVR;I012_NAT_LIVR;"Natureza do livro associado; finalidade a que se destina o instrumento.";C;80;-;TRUE
254;2.00;I012;4;TIPO;I012_TIPO;Tipo de escrituração do livro associado: 0 – digital (incluído no Sped), 1 – outros.;N;1;-;TRUE
255;2.00;I012;5;COD_HASH_AUX;I012_COD_HASH_AUX;Código Hash do arquivo correspondente ao livro auxiliar utilizado na assinatura digital.;C;40;-;TRUE
256;2.00;I015;1;REG;I015_REG;Texto fixo contendo I015.;C;4;-;TRUE
257;2.00;I015;2;COD_CTA_RES;I015_COD_CTA_RES;Código da(s) conta(s) analítica(s) do Livro Diário com Escrituração Resumida (R) que recebe os lançamentos globais.;C;-;-;TRUE
258;2.00;I020;1;REG;I020_REG;Texto fixo contendo I020.;C;4;-;TRUE
259;2.00;I020;2;REG_COD;I020_REG_COD;Código do registro que recepciona o campo adicional.;C;4;-;TRUE
260;2.00;I020;3;NUM_AD;I020_NUM_AD;Número sequencial do campo adicional.;N;-;-;TRUE
261;2.00;I020;4;CAMPO;I020_CAMPO;Nome do campo adicional.;C;-;-;TRUE
262;2.00;I020;5;DESCRIÇÃO;I020_DESCRIÇÃO;Descrição do campo adicional.;C;-;-;TRUE
263;2.00;I020;6;TIPO;I020_TIPO;"Indicação do tipo de dado (N: numérico; C: caractere).";C;-;-;TRUE
264;2.00;I030;1;REG;I030_REG;Texto fixo contendo I030.;C;4;-;TRUE
265;2.00;I030;2;DNRC_ABERT;I030_DNRC_ABERT;Texto fixo contendo TERMO DE ABERTURA.;C;17;-;TRUE
266;2.00;I030;3;NUM_ORD;I030_NUM_ORD;Número de ordem do instrumento de escrituração.;N;-;-;TRUE
267;2.00;I030;4;NAT_LIVR;I030_NAT_LIVR;"Natureza do livro; finalidade a que se destina o instrumento.";C;80;-;TRUE
268;2.00;I030;5;QTD_LIN;I030_QTD_LIN;Quantidade total de linhas do arquivo digital.;N;-;-;TRUE
269;2.00;I030;6;NOME;I030_NOME;Nome empresarial.;C;-;-;TRUE
270;2.00;I030;7;NIRE;I030_NIRE;Número de Identificação do Registro de Empresas da Junta Comercial.;N;11;-;TRUE
271;2.00;I030;8;CNPJ;I030_CNPJ;Número de inscrição no CNPJ.;N;14;-;TRUE
272;2.00;I030;9;DT_ARQ;I030_DT_ARQ;Data do arquivamento dos atos constitutivos.;N;8;-;TRUE
273;2.00;I030;10;DT_ARQ_CONV;I030_DT_ARQ_CONV;Data de arquivamento do ato de conversão de sociedade simples em empresária.;N;8;-;TRUE
274;2.00;I030;11;DESC_MUN;I030_DESC_MUN;Município.;C;-;-;TRUE
275;2.00;I030;12;DT_EX_SOCIAL;I030_DT_EX_SOCIAL;Data de encerramento do exercício social.;N;8;-;TRUE
276;2.00;I030;13;NOME_AUDITOR;I030_NOME_AUDITOR;Nome do auditor independente.;C;-;-;FALSE
277;2.00;I030;14;COD_CVM_ AUDITOR;I030_COD_CVM_ AUDITOR;Registro do auditor independente na CVM.;C;-;-;FALSE
278;2.00;I050;1;REG;I050_REG;Texto fixo contendo I050.;C;4;-;TRUE
279;2.00;I050;2;DT_ALT;I050_DT_ALT;Data da inclusão/alteração.;N;8;-;TRUE
280;2.00;I050;3;COD_NAT;I050_COD_NAT;Código da natureza da conta/grupo de contas, conforme tabela publicada.;C;2;-;TRUE
281;2.00;I050;4;IND_CTA;I050_IND_CTA;"Indicador do tipo de conta: S - Sintética; A - Analítica.";C;1;-;TRUE
282;2.00;I050;5;NIVEL;I050_NIVEL;Nível da conta analítica/grupo de contas.;N;-;-;TRUE
283;2.00;I050;6;COD_CTA;I050_COD_CTA;Código da conta analítica/grupo de contas.;C;-;-;TRUE
284;2.00;I050;7;COD_CTA_SUP;I050_COD_CTA_SUP;Código da conta sintética/grupo de contas de nível imediatamente superior.;C;-;-;TRUE
285;2.00;I050;8;CTA;I050_CTA;Nome da conta analítica/grupo de contas.;C;-;-;TRUE
286;2.00;I051;1;REG;I051_REG;Texto fixo contendo I051.;C;4;-;TRUE
287;2.00;I051;2;COD_PLAN_REF;I051_COD_PLAN_REF;Código da instituição responsável pela manutenção do plano de contas referencial.;C;2;-;TRUE
288;2.00;I051;3;COD_CCUS;I051_COD_CCUS;Código do centro de custo.;C;-;-;TRUE
289;2.00;I051;4;COD_CTA_REF;I051_COD_CTA_REF;Código da conta de acordo com o plano de contas referencial, conforme tabela publicada pelos órgãos indicados no campo COD_PLAN_REF do registro 0000.;C;-;-;TRUE
290;2.00;I052;1;REG;I052_REG;Texto fixo contendo I052.;C;4;-;TRUE
291;2.00;I052;2;COD_CCUS;I052_COD_CCUS;Código do centro de custo.;C;-;-;TRUE
292;2.00;I052;3;COD_AGL;I052_COD_AGL;Código de aglutinação utilizado nas demonstrações contábeis do bloco J.;C;-;-;TRUE
293;2.00;I075;1;REG;I075_REG;Texto fixo contendo I075.;C;4;-;TRUE
294;2.00;I075;2;COD_HIST;I075_COD_HIST;Código do histórico padronizado.;C;-;-;TRUE
295;2.00;I075;3;DESCR_HIST;I075_DESCR_HIST;Descrição do histórico padronizado.;C;-;-;TRUE
296;2.00;I100;1;REG;I100_REG;Texto fixo contendo I100.;C;4;-;TRUE
297;2.00;I100;2;DT_ALT;I100_DT_ALT;Data da inclusão/alteração.;N;8;-;TRUE
298;2.00;I100;3;COD_CCUS;I100_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
299;2.00;I100;4;CCUS;I100_CCUS;Nome do centro de custos.;C;-;-;TRUE
300;2.00;I150;1;REG;I150_REG;Texto fixo contendo I150.;C;4;-;TRUE
301;2.00;I150;2;DT_INI;I150_DT_INI;Data de início do período.;N;8;-;TRUE
302;2.00;I150;3;DT_FIN;I150_DT_FIN;Data de fim do período.;N;8;-;TRUE
303;2.00;I151;1;REG;I151_REG;Texto fixo contendo I151.;C;4;-;FALSE
304;2.00;I151;2;ASSIN_DIG;I151_ASSIN_DIG;Hash das fichas de lançamento.;C;-;-;FALSE
305;2.00;I155;1;REG;I155_REG;Texto fixo contendo I155.;C;4;-;TRUE
306;2.00;I155;2;COD_CTA;I155_COD_CTA;Código da conta analítica.;C;-;-;TRUE
307;2.00;I155;3;COD_CCUS;I155_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
308;2.00;I155;4;VL_SLD_INI;I155_VL_SLD_INI;Valor do saldo inicial do período.;N;19;2;TRUE
309;2.00;I155;5;IND_DC_INI;I155_IND_DC_INI;Indicador da situação do saldo inicial: D/C;C;1;-;TRUE
310;2.00;I155;6;VL_DEB;I155_VL_DEB;Valor total dos débitos do período.;N;19;2;TRUE
311;2.00;I155;7;VL_CRED;I155_VL_CRED;Valor total dos créditos do período.;N;19;2;TRUE
312;2.00;I155;8;VL_SLD_FIN;I155_VL_SLD_FIN;Valor do saldo final do período.;N;19;2;TRUE
313;2.00;I155;9;IND_DC_FIN;I155_IND_DC_FIN;Indicador da situação do saldo final: D/C;C;1;-;TRUE
314;2.00;I157;1;REG;I157_REG;Texto fixo contendo I157.;C;4;-;TRUE
315;2.00;I157;2;COD_CTA;I157_COD_CTA;Código da conta analítica do plano de contas anterior.;C;-;-;TRUE
316;2.00;I157;3;COD_CCUS;I157_COD_CCUS;Código do centro de custos do plano de contas anterior.;C;-;-;TRUE
317;2.00;I157;4;VL_SLD_INI;I157_VL_SLD_INI;Valor do saldo inicial do período.;N;19;2;TRUE
318;2.00;I157;5;IND_DC_INI;I157_IND_DC_INI;"Indicador da situação do saldo inicial: D - Devedor; C - Credor.";C;1;-;TRUE
319;2.00;I200;1;REG;I200_REG;Texto fixo contendo I200.;C;4;-;TRUE
320;2.00;I200;2;NUM_LCTO;I200_NUM_LCTO;Número ou Código de identificação único do lançamento contábil.;C;-;-;TRUE
321;2.00;I200;3;DT_LCTO;I200_DT_LCTO;Data do lançamento.;N;8;-;TRUE
322;2.00;I200;4;VL_LCTO;I200_VL_LCTO;Valor do lançamento.;N;19;2;TRUE
323;2.00;I200;5;IND_LCTO;I200_IND_LCTO;"Indicador do tipo de lançamento: N – Lançamento normal; E – Lançamento de encerramento de contas de resultado.";C;1;-;TRUE
324;2.00;I250;1;REG;I250_REG;Texto fixo contendo I250.;C;4;-;TRUE
325;2.00;I250;2;COD_CTA;I250_COD_CTA;Código da conta analítica debitada/creditada.;C;-;-;TRUE
326;2.00;I250;3;COD_CCUS;I250_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
327;2.00;I250;4;VL_DC;I250_VL_DC;Valor da partida.;N;19;2;TRUE
328;2.00;I250;5;IND_DC;I250_IND_DC;"Indicador da natureza da partida:D - Débito;C - Crédito.";C;1;-;TRUE
329;2.00;I250;6;NUM_ARQ;I250_NUM_ARQ;Número, código ou caminho de localização dos documentos arquivados.;C;-;-;TRUE
330;2.00;I250;7;COD_HIST_PAD;I250_COD_HIST_PAD;Código do histórico padronizado, conforme tabela I075.;C;-;-;TRUE
331;2.00;I250;8;HIST;I250_HIST;Histórico completo da partida ou histórico complementar.;C;65535;-;TRUE
332;2.00;I250;9;COD_PART;I250_COD_PART;Código de identificação do participante na partida conforme tabela 0150 (preencher somente se identificado no registro 0180).;C;-;-;TRUE
333;2.00;I300;1;REG;I300_REG;Texto fixo contendo I300.;C;4;-;TRUE
334;2.00;I300;2;DT_BCTE;I300_DT_BCTE;Data do balancete.;N;8;-;TRUE
335;2.00;I310;1;REG;I310_REG;Texto fixo contendo I310.;C;4;-;TRUE
336;2.00;I310;2;COD_CTA;I310_COD_CTA;Código da conta analítica debitada/creditada.;C;-;-;TRUE
337;2.00;I310;3;COD_CCUS;I310_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
338;2.00;I310;4;VAL_DEBD;I310_VAL_DEBD;Total dos débitos do dia.;N;19;2;TRUE
339;2.00;I310;5;VAL_CREDD;I310_VAL_CREDD;Total dos créditos do dia.;N;19;2;TRUE
340;2.00;I350;1;REG;I350_REG;Texto fixo contendo I350.;C;4;-;TRUE
341;2.00;I350;2;DT_RES;I350_DT_RES;Data da apuração do resultado.;N;8;-;TRUE
342;2.00;I355;1;REG;I355_REG;Texto fixo contendo I355.;C;4;-;TRUE
343;2.00;I355;2;COD_CTA;I355_COD_CTA;Código da conta analítica de resultado.;C;-;-;TRUE
344;2.00;I355;3;COD_CCUS;I355_COD_CCUS;Código do centro de custos.;C;-;-;TRUE
345;2.00;I355;4;VL_CTA;I355_VL_CTA;Valor do saldo final antes do lançamento de encerramento.;N;19;2;TRUE
346;2.00;I355;5;IND_DC;I355_IND_DC;"Indicador da situação do saldo final: D - Devedor; C - Credor.";C;1;-;TRUE
347;2.00;I500;1;REG;I500_REG;Texto fixo contendo I500.;C;4;-;TRUE
348;2.00;I500;2;TAM_FONTE;I500_TAM_FONTE;Tamanho da fonte.;N;2;-;TRUE
349;2.00;I510;1;REG;I510_REG;Texto fixo contendo I510.;C;4;-;TRUE
350;2.00;I510;2;NM_CAMPO;I510_NM_CAMPO;Nome do campo, sem espaços em branco ou caractere especial.;C;16;-;TRUE
351;2.00;I510;3;DESC_CAMPO;I510_DESC_CAMPO;Descrição do campo (utilizada na visualização do Livro Auxiliar);C;50;-;TRUE
352;2.00;I510;4;TIPO_CAMPO;I510_TIPO_CAMPO;"Tipo do campo: N – Numérico; C – Caractere.";C;1;-;TRUE
353;2.00;I510;5;TAM_CAMPO;I510_TAM_CAMPO;Tamanho do campo.;N;3;-;TRUE
354;2.00;I510;6;DEC_CAMPO;I510_DEC_CAMPO;Quantidade de casas decimais para campos tipo N.;N;2;-;TRUE
355;2.00;I510;7;COL_CAMPO;I510_COL_CAMPO;Largura da coluna no relatório (em quantidade de caracteres).;N;3;-;TRUE
356;2.00;I550;1;REG;I550_REG;Texto fixo contendo I550.;C;4;-;TRUE
357;2.00;I550;--;RZ_CONT;I550_RZ_CONT;Conteúdo dos campos mencionados no Registro I510. Cada linha deve conter todos os campos indicados no Registro I510, separados por Pipe (|).;-;-;-;TRUE
358;2.00;I555;1;REG;I555_REG;Texto fixo contendo I555.;C;4;-;TRUE
359;2.00;I555;--;RZ_CONT_TOT;I555_RZ_CONT_TOT;Conteúdo dos campos mencionados no Registro I510.;-;-;-;TRUE
360;2.00;I990;1;REG;I990_REG;Texto fixo contendo I990.;C;4;-;TRUE
361;2.00;I990;2;QTD_LIN_I;I990_QTD_LIN_I;Quantidade total de linhas do Bloco I.;N;-;-;TRUE
362;2.00;J001;1;REG;J001_REG;Texto fixo contendo J001.;C;4;-;TRUE
363;2.00;J001;2;IND_DAD;J001_IND_DAD;"Indicador de movimento: 0 – Com dados; 1 – Sem dados.";N;1;-;TRUE
364;2.00;J005;1;REG;J005_REG;Texto fixo contendo J005.;C;4;-;TRUE
365;2.00;J005;2;DT_INI;J005_DT_INI;Data inicial das demonstrações contábeis.;N;8;-;TRUE
366;2.00;J005;3;DT_FIN;J005_DT_FIN;Data final das demonstrações contábeis.;N;8;-;TRUE
367;2.00;J005;4;ID_DEM;J005_ID_DEM;"Identificação das demonstrações: 1 – Da pessoa jurídica da escrituração; 2 – Consolidadas ou de outras pessoas jurídicas.";N;1;-;TRUE
368;2.00;J005;5;CAB_DEM;J005_CAB_DEM;Cabeçalho das demonstrações.;C;65535;-;TRUE
369;2.00;J100;1;REG;J100_REG;Texto fixo contendo J100.;C;4;-;TRUE
370;2.00;J100;2;COD_AGL;J100_COD_AGL;Código de aglutinação atribuído pela pessoa jurídica.;C;-;-;TRUE
371;2.00;J100;3;NIVEL_AGL;J100_NIVEL_AGL;Nível do Código de aglutinação (mesmo conceito do plano de contas – Registro I050).;N;-;-;TRUE
372;2.00;J100;4;IND_GRP_BAL;J100_IND_GRP_BAL;"Indicador de grupo do balanço: A – Ativo; P – Passivo e Patrimônio Líquido.";C;1;-;TRUE
373;2.00;J100;5;DESCR_COD_AGL;J100_DESCR_COD_AGL;Descrição do Código de aglutinação.;C;-;-;TRUE
374;2.00;J100;6;VL_CTA_FIN;J100_VL_CTA_FIN;Valor total do Código de aglutinação no Balanço Patrimonial no exercício informado, ou de período definido em norma específica.;N;19;2;TRUE
375;2.00;J100;7;IND_DC_CTA_FIN;J100_IND_DC_CTA_FIN;"Indicador da situação do saldo final: D – Devedor; C – Credor.";C;1;-;TRUE
376;2.00;J100;8;VL_CTA_INI;J100_VL_CTA_INI;Valor inicial do código de aglutinação no Balanço Patrimonial no exercício informado, ou de período definido em norma específica.;N;19;2;TRUE
377;2.00;J100;9;IND_DC_CTA_INI;J100_IND_DC_CTA_INI;"Indicador da situação do saldo inicial informado no campo anterior:
D - Devedor;
C – Credor";C;1;-;TRUE
378;2.00;J150;1;REG;J150_REG;Texto fixo contendo J150.;C;4;-;TRUE
379;2.00;J150;2;COD_AGL;J150_COD_AGL;Código de aglutinação das linhas, atribuído pela pessoa jurídica.;C;-;-;TRUE
380;2.00;J150;3;NIVEL_AGL;J150_NIVEL_AGL;Nível do Código de aglutinação (mesmo conceito do plano de contas – Registro I050).;N;-;-;TRUE
381;2.00;J150;4;DESCR_COD_AGL;J150_DESCR_COD_AGL;Descrição do Código de aglutinação.;C;-;-;TRUE
382;2.00;J150;5;VL_CTA_FIN;J150_VL_CTA_FIN;Valor final da linha antes do encerramento do exercício.;N;19;2;TRUE
383;2.00;J150;6;IND_DC_CTA_FIN;J150_IND_DC_CTA_FIN;"Indicador da situação do valor informado no campo anterior:
D - Despesa ou valor que represente parcela redutora do lucro;
R - Receita ou valor que represente incremento do lucro;
P - Subtotal ou total positivo;
N – Subtotal ou total negativo.";C;1;-;TRUE
384;2.00;J200;1;REG;J200_REG;Texto fixo contendo J200.;C;4;-;FALSE
385;2.00;J200;2;COD_HIST_FAT;J200_COD_HIST_FAT;Código do histórico do fato contábil.;C;-;-;FALSE
386;2.00;J200;3;DESC_FAT;J200_DESC_FAT;Descrição do fato contábil.;C;-;-;FALSE
387;2.00;J210;1;REG;J210_REG;Texto fixo contendo J210.;C;4;-;TRUE
388;2.00;J210;2;IND_TIP;J210_IND_TIP;"Indicador do tipo de demonstração: 0 – DLPA; 1 – DMPL.";N;1;-;TRUE
389;2.00;J210;3;COD_AGL;J210_COD_AGL;Código de aglutinação das contas do patrimônio líquido, atribuído pela pessoa jurídica.;C;-;-;TRUE
390;2.00;J210;4;DESCR_COD_AGL;J210_DESCR_COD_AGL;Descrição do código de aglutinação.;C;-;-;TRUE
391;2.00;J210;5;VL_CTA;J210_VL_CTA;Saldo final do código de aglutinação no período informado.;N;19;2;TRUE
392;2.00;J210;6;IND_DC_CTA;J210_IND_DC_CTA;"Indicador da situação do saldo final: D – Devedor; C – Credor.";C;1;-;TRUE
393;2.00;J210;7;VL_CTA_INI;J210_VL_CTA_INI;Saldo inicial do código de aglutinação no período informado.;N;19;2;TRUE
394;2.00;J210;8;IND_DC_CTA_INI;J210_IND_DC_CTA_INI;"Indicador da situação do saldo inicial: D – Devedor; C – Credor.";C;1;-;TRUE
395;2.00;J215;1;REG;J215_REG;Texto fixo contendo J215.;C;4;-;TRUE
396;2.00;J215;2;COD_HIST_FAT;J215_COD_HIST_FAT;Código do histórico do fato contábil.;C;-;-;TRUE
397;2.00;J215;3;VL_FAT_CONT;J215_VL_FAT_CONT;Valor do fato contábil.;N;19;2;TRUE
398;2.00;J215;4;IND_DC_FAT;J215_IND_DC_FAT;"Indicador da situação do saldo: D – Devedor; C – Credor; P – Total Pos.; N – Total Neg.";C;1;-;TRUE
399;2.00;J900;1;REG;J900_REG;Texto fixo contendo J900.;C;4;-;TRUE
400;2.00;J900;2;DNRC_ENCER;J900_DNRC_ENCER;Texto fixo contendo TERMO DE ENCERRAMENTO.;C;21;-;TRUE
401;2.00;J900;3;NUM_ORD;J900_NUM_ORD;Número de ordem do instrumento de escrituração.;N;-;-;TRUE
402;2.00;J900;4;NAT_LIVRO;J900_NAT_LIVRO;"Natureza do livro; finalidade a que se destinou.";C;80;-;TRUE
403;2.00;J900;5;NOME;J900_NOME;Nome empresarial.;C;-;-;TRUE
404;2.00;J900;6;QTD_LIN;J900_QTD_LIN;Quantidade total de linhas do arquivo digital.;N;-;-;TRUE
405;2.00;J900;7;DT_INI_ESCR;J900_DT_INI_ESCR;Data de início da escrituração.;N;8;-;TRUE
406;2.00;J900;8;DT_FIN_ESCR;J900_DT_FIN_ESCR;Data de término da escrituração.;N;8;-;TRUE
407;2.00;J930;1;REG;J930_REG;Texto fixo contendo J930.;C;4;-;TRUE
408;2.00;J930;2;IDENT_NOM;J930_IDENT_NOM;Nome do signatário.;C;-;-;TRUE
409;2.00;J930;3;IDENT_CPF_CNPJ;J930_IDENT_CPF_CNPJ;CPF ou CNPJ do signatário.;N;14;-;TRUE
410;2.00;J930;4;IDENT_QUALIF;J930_IDENT_QUALIF;Qualificação do assinante.;C;-;-;TRUE
411;2.00;J930;5;COD_ASSIN;J930_COD_ASSIN;Código de qualificação do assinante, conforme tabela.;C;3;-;TRUE
412;2.00;J930;6;IND_CRC;J930_IND_CRC;Número de inscrição do contabilista no Conselho Regional de Contabilidade.;C;-;-;TRUE
413;2.00;J930;7;EMAIL;J930_EMAIL;E-mail do signatário.;C;60;-;TRUE
414;2.00;J930;8;FONE;J930_FONE;Telefone do signatário.;C;-;-;TRUE
415;2.00;J930;9;UF_CRC;J930_UF_CRC;UF da inscrição do CRC.;C;2;-;TRUE
416;2.00;J930;10;NUM_SEQ_CRC;J930_NUM_SEQ_CRC;Número sequencial: UF/ano/número.;C;-;-;TRUE
417;2.00;J930;11;DT_CRC;J930_DT_CRC;Data de validade do CRC.;N;8;-;TRUE
418;2.00;J990;1;REG;J990_REG;Texto fixo contendo J990;C;4;-;TRUE
419;2.00;J990;2;QTD_LIN_J;J990_QTD_LIN_J;Quantidade total de linhas do Bloco J;N;-;-;TRUE
420;2.00;9001;1;REG;9001_REG;Texto fixo contendo 9001.;C;4;-;TRUE
421;2.00;9001;2;IND_DAD;9001_IND_DAD;"Indicador de movimento: 0 – com dados; 1 – sem dados";N;1;-;TRUE
422;2.00;9900;1;REG;9900_REG;Texto fixo contendo 9900.;C;4;-;TRUE
423;2.00;9900;2;REG_BLC;9900_REG_BLC;Registro que será totalizado no próximo campo;C;4;-;TRUE
424;2.00;9900;3;QTD_REG_BLC;9900_QTD_REG_BLC;Total de registros do tipo informado no campo anterior;N;-;-;TRUE
425;2.00;9990;1;REG;9990_REG;Texto fixo contendo 9990.;C;4;-;TRUE
426;2.00;9990;2;QTD_LIN_9;9990_QTD_LIN_9;Quantidade total de linhas do Bloco 9.;N;-;-;TRUE
427;2.00;9999;1;REG;9999_REG;Texto fixo contendo 9999.;C;4;-;TRUE
428;2.00;9999;2;QTD_LIN;9999_QTD_LIN;Quantidade total de linhas do arquivo digital.;N;-;-;TRUE
429;3.00;0000;1;REG;0000_REG;Texto fixo contendo 0000.;C;4;-;TRUE
430;3.00;0000;2;LECD;0000_LECD;Texto fixo contendo LECD.;C;4;-;TRUE
431;3.00;0000;3;DT_INI;0000_DT_INI;Data inicial das informações contidas no arquivo.;N;8;-;TRUE
432;3.00;0000;4;DT_FIN;0000_DT_FIN;Data final das informações contidas no arquivo.;N;8;-;TRUE
433;3.00;0000;5;NOME;0000_NOME;Nome empresarial da pessoa jurídica.;C;-;-;TRUE
434;3.00;0000;6;CNPJ;0000_CNPJ;Número de inscrição da pessoa jurídica no CNPJ.;N;14;-;TRUE
435;3.00;0000;7;UF;0000_UF;Sigla da unidade da federação da pessoa jurídica.;C;2;-;TRUE
436;3.00;0000;8;IE;0000_IE;Inscrição Estadual da pessoa jurídica.;C;-;-;TRUE
437;3.00;0000;9;COD_MUN;0000_COD_MUN;Código do município do domicílio fiscal da pessoa jurídica, conforme tabela do IBGE – Instituto Brasileiro de Geografia e Estatística.;N;7;-;TRUE
438;3.00;0000;10;IM;0000_IM;Inscrição Municipal da pessoa jurídica.;C;-;-;TRUE
439;3.00;0000;11;IND_SIT_ESP;0000_IND_SIT_ESP;Indicador de situação especial (conforme tabela publicada pelo Sped).;N;1;-;TRUE
440;3.00;0000;12;IND_SIT_INI_PER;0000_IND_SIT_INI_PER;Indicador de situação no início do período (conforme tabela publicada pelo Sped).;N;1;-;TRUE
441;3.00;0000;13;IND_NIRE;0000_IND_NIRE;"Indicador de existência de NIRE:
0 – Empresa não possui registro na Junta Comercial (não possui NIRE)
1 – Empresa possui registro na Junta Comercial (possui NIRE)";N;1;-;TRUE
442;3.00;0000;14;IND_FIN_ESC;0000_IND_FIN_ESC;"Indicador de finalidade da escrituração:
0 - Original
1 - Substituta";N;1;-;TRUE
443;3.00;0000;15;COD_HASH_SUB;0000_COD_HASH_SUB;Hash da escrituração substituída.;C;40;-;TRUE
444;3.00;0000;16;NIRE_SUBST;0000_NIRE_SUBST;NIRE da escrituração substituída.;N;11;-;FALSE
445;3.00;0000;17;IND_GRANDE_PORTE;0000_IND_GRANDE_PORTE;"Indicador de entidade sujeita a auditoria independente:
0 – Empresa não é entidade sujeita a auditoria independente.
1 – Empresa é entidade sujeita a auditoria independente – Ativo Total superior a R$ 240.000.000,00 ou Receita Bruta Anual superior R$300.000.000,00.";N;1;-;TRUE
446;3.00;0000;18;TIP_ECD;0000_TIP_ECD;"Indicador do tipo de ECD:
0 – ECD de empresa não participante de SCP como sócio ostensivo.
1 – ECD de empresa participante de SCP como sócio ostensivo.
2 – ECD da SCP.";N;1;-;TRUE
447;3.00;0000;19;COD_SCP;0000_COD_SCP;CNPJ da SCP;N;14;-;TRUE
448;3.00;0001;1;REG;0001_REG;Texto fixo contendo 0001.;C;4;-;TRUE
449;3.00;0001;2;IND_DAD;0001_IND_DAD;"Indicador de movimento: 0 - Bloco com dados informados; 1 - Sem dados";N;1;-;TRUE
450;3.00;0007;1;REG;0007_REG;Texto fixo contendo 0007.;C;4;-;TRUE
451;3.00;0007;2;COD_ENT_REF;0007_COD_ENT_REF;Código da instituição responsável pela administração do cadastro (tabela publicada pelo Sped);C;-;-;TRUE
452;3.00;0007;3;COD_INSCR;0007_COD_INSCR;Código cadastral da pessoa jurídica na instituição identificada no campo 02;C;-;-;TRUE
453;3.00;0020;1;REG;0020_REG;Texto fixo contendo 0020.;C;4;-;TRUE
454;3.00;0020;2;IND_DEC;0020_IND_DEC;Indicador de descentralização (0 - matriz, 1 - filial);N;1;-;TRUE
455;3.00;0020;3;CNPJ;0020_CNPJ;CNPJ da unidade informada;N;14;-;TRUE
456;3.00;0020;4;UF;0020_UF;Sigla da UF;C;2;-;TRUE
457;3.00;0020;5;IE;0020_IE;Inscrição Estadual;C;-;-;TRUE
458;3.00;0020;6;COD_MUN;0020_COD_MUN;Código do município (IBGE);N;7;-;TRUE
459;3.00;0020;7;IM;0020_IM;Inscrição Municipal;C;-;-;TRUE
460;3.00;0020;8;NIRE;0020_NIRE;Número de identificação na Junta Comercial;N;11;-;TRUE
461;3.00;0035;1;REG;0035_REG;Texto fixo contendo 0035.;C;4;-;TRUE
462;3.00;0035;2;COD_SCP;0035_COD_SCP;CNPJ da SCP;C;14;-;TRUE
463;3.00;0035;3;NOME_SCP;0035_NOME_SCP;Nome da SCP;C;-;-;TRUE
464;3.00;0150;1;REG;0150_REG;Texto fixo contendo 0150.;C;4;-;TRUE
465;3.00;0150;2;COD_PART;0150_COD_PART;Código do participante;C;-;-;TRUE
466;3.00;0150;3;NOME;0150_NOME;Nome do participante;C;-;-;TRUE
467;3.00;0150;4;COD_PAIS;0150_COD_PAIS;Código do país (BACEN);N;5;-;TRUE
468;3.00;0150;5;CNPJ;0150_CNPJ;CNPJ do participante;N;14;-;TRUE
